Seguranca
"Promoção de campanhas educativas institucionais na área da segurança pública (segurança no trânsito, combate ao uso das drogas, entre outros) promovendo e incentivando ações estratégicas de prevenção às violências"
Planejamento de ações conjuntas com a Vara da Infância e Juventude;
"Promover a cooperação e a articulação entre os órgãos federais, estaduais e municipais  com  vistas  ao  alcance  das metas  estabelecidas  e os objetivos da"
Política Nacional de Segurança Pública e Defesa Social;
"Implementar  políticas  de  segurança  pública,  prevenção  e  enfrentamento  à criminalidade, de maneira integrada com os entes federativos e estaduais, na forma estabelecida no Plano Nacional de Segurança Pública e Defesa Social 2021-2030."
"Criar Sistema Integrado com câmeras de segurança para videomonitoramento no perímetro urbano, com sala de controle operacional, que permite o acompanhamento  em  tempo  real,  todos  os  dias,  durante  24h,  nos  principais pontos da cidade, qualificando os processos de investigação e inteligência;"
Ampliação das ações de prevenção criminal por meio de videomonitoramento.
Sistema de monitoramento através de câmeras em pontos estratégico na zona urbana;
Atuar de forma integrada com o Conselho Tutelar;
Aumentar o efetivo policial para sede do município;
Implantação de Guarda Municipal;
Buscar  recursos  junto  ao  Governo  Estadual  para  a  compra  de  veículos para a segurança.
Buscar a ampliação do número de policiais no GPM de Itainópolis junto ao governo do Estado.
"Atuar preventivamente no combate ao tráfico de drogas, fortalecendo a presença da GPM;"
"Atuar especialmente na região das escolas, para maior proteção de nossas crianças e adolescentes, dentro e fora do recinto;"
"Atuar na proteção e guarda de nosso patrimônio histórico, próprios municipais e recursos naturais;"
Enfrentar  a  criminalidade  e  a  violência  endêmica  em  parceria  com  o  Governo  de
"Estado, gerando sensação de segurança e tranquilidade;"
Proporcionar ações imediatas de segurança ao cidadão;
Implantar  uma  política  de  segurança  pública  integrada  e  articulada  com  as  demais políticas públicas;
Proteger o patrimônio público;
"Definir  um  programa  de  parceria  com  o  estado  para  compartilhar  responsabilidades com a segurança pública, promoção da justiça e a proteção do cidadão, dentro de suas respectivas áreas de atuação;"
Melhoria da iluminação pública com prioridade para a recuperação de todo sistema de iluminação no municÍpio e retomada de equipe de servidores para a realização desses serviços em caráter emergencial;
"Criação da Guarda Municipal (com efetivo inicial, de homens e mulheres), cuja função deverá ser, prioritariamente, a guarda de Patrimônios Municipais, segurança de escolas, etc.;"
Solicitar o aumento do contingente da Polícia Militar;
Implementação de iluminação em Led em todo município.
Implantação  de  uma  central  de  monitoramento  com  câmeras  no  centro  e entradas da cidade.
"Manter as politicas voltadas ao combate a violência urbana, articuladas com os setores organizados da sociedade e com as policias militar e civil."
"Apoio a Policia Militar no combate à violência, roubos e furtos;"
Criação de um programa de incentivo ao jovem dependente químico e atuar com rigor visando o cumprimento do Estatuto da Criança e do Adolescente na proibição de drogas em parceria com o governo Federal e Estadual.
Aquisiçao de novas viaturas para atender os serviços da Guarda Municipal;
