Educacao
Viabilizar o projeto e canalizar verbas para construção de espaço adequado para o funcionamento da creche de tempo integral na sede do município.
Priorizar  investimentos  para  os  projetos  e  iniciativas  pedagógicas  das  instituições escolares.
"Regularizar  e  redefinir  a  avaliação  da  rede  pública  municipal  (Prova  SAREME2), considerando seus dados e resultados como parâmetros para a proposição de ações, formação  continuada  para  os  servidores,  docentes  e  gestores  e  articulação  de estratégias para aproximar as famílias das escolas."
"Definição da política municipal de educação para o alcance das metas no âmbito: da alfabetização das crianças até os sete (07) anos de idade, elevação dos índices de participação  e  da  média  nas  avaliações  externas  (SAEB3)  e  consequentemente melhorar o desempenho no IDEB4 e no IOEB5."
Definir  estratégias  para  eliminar  horários  ociosos  durante  o  período  de  atividades letivas.
Equipar as escolas e oferecer capacitação docente para os profissionais interagirem os processos tecnológicos a suas práticas docentes.
"Realizar  busca  ativa  nas  comunidades  para  melhorar  os  índices  de  matrículas  na rede municipal, mediante o compromisso por uma educação pública de qualidade."
"Atualizar  o  projeto  para  a  educação  especial  e  inclusiva,  instituindo  uma  política municipal centrada nas necessidades dos aprendizes."
Apoiar  a  qualificação  de  profissionais  docentes  do  quadro  efetivo  enquadrados  no atendimento de alunos neurodiversos.
"Discutir  a  aquisição  de  uma  plataforma  educacional  virtual  com  ferramentas  e ambientes de aprendizagem e interação acessíveis aos professores, alunos/famílias."
Reformar  as  Unidades  Escolares  com  estrutura  física  defasada  ou  ampliar  as Unidades  Escolares  que  atualmente  encontram-se  com  espaço  insuficiente  para atender os alunos matriculados;
Realizar concurso público para o preenchimento de vagas remanescentes no cargo efetivo de professor da rede pública de ensino;
"Promover uma educação inclusiva, com a adequação das instalações, contratação de profissionais de apoio, agenda de capacitação profissional, ensino de libras, ações de acolhimento  a  esses  alunos,  promoção  de  ações  voltadas  ao  convívio  social  na comunidade escolar e diálogo estreito com a família;"
"Organizar eventos esportivos, educacionais e culturais nas escolas, como gincanas culturais, torneios esportivos interclasses e intercolegiais, semanas culturais, com apresentações artísticas, concursos educacionais de redação, português, matemática e demais matérias;"
"Promover a constante avaliação da educação e dos profissionais da educação, com a valorização dos mais bem avaliados por meio de pagamento de 14º salário e apoio à especialização;"
"Valorizar e premiar a excelência na educação, por meio de prêmios (como notebooks, bicicletas e outros) e apoio à família dos melhores alunos e vencedores de concursos e torneios desenvolvidos;"
Promover o debate acerca da adoção do ensino em tempo integral na rede municipal de educação;
"Desenvolver  programas  de  ensino  técnico  e  profissionalizante  de  jovens,  voltado para  as  necessidades  modernas  de  emprego,  como  mídias  digitais,  áudio  e  vídeo, informática e outros."
Promoção de melhoria na estrutura física e nos equipamentos das escolas e creches;
"Garantia de transporte digno e eficiente aos estudantes que se deslocam dos povoados para a sede municipal, buscando a substituição da frota de ônibus escolares;"
Realização de cursos de formação continuada para os professores;
Projetos de intensificação de melhoria da educação básica;
Implantação do Programa de Informática nas escolas;
Ampliar o número de vagas para educação infantil;
Reconstrução da Unidade Escolar Municipal “Severo Eulálio”;
Garantir a manutenção da qualidade da merenda escolar;
Ampliar a oferta de ensino em tempo integral;
Valorizar a carreira dos profissionais que integram o quadro de servidores da rede municipal de ensino;
Pagamento de 60% (sessenta porcento) dos recursos oriundos do precatório do FUNDEF aos professores da rede que fizerem jus;
"Garantir  vagas  para  todas  as  crianÁas  de  0  ao  5  ano  na  rede  municipal  de  ensino, promovendo o pleno atendimento dos educandos em creches e prÈ-escolas."
"Promover o aperfeiçoamento de todos os profissionais da rede municipal de ensino e adequar o plano de Cargos e Salários dos profissionais de educaçãoo, a fim de garantir a qualidade do ensino e melhoria da qualidade de vida da sociedade."
Ampliar e melhorar o transporte escolar para os alunos da rede municipal de ensino com o atendimento em todas as localidades da zona rural.
"Garantir a qualidade da merenda escolar, garantindo a compra de produtos  da agricultura familiar."
Garantir aos estudantes egressos do ensino mÈdio  o ingresso nos sistemas de cursos tÈcnico  e  superior  em  outros  municÌpios  com  o  suporte  atravÈs  do  transporte  escolar
"adequado, de aluguel em casas de apoio e ofertas de bolsas de estudos."
Garantir a distribuiçao de fardamento para todos os estudantes da rede municipal de ensino.
"Buscar parceria com o governo estadual e federal para ampliaçao da oferta de novos cursos  da  UAPI,  garantindo  a  oferta  do  ensino  tÈcnico  e  superior  a  todos  os  cidadoes  e  cidadoes franciscomacedense."
Implantar  escola  de  tempo  integral  para  toda  a  rede  Municipal  de  Ensino  para garantir a polÌtica nacional de educaçao.
Valorizar os profissionais da Educação;
"Implementar padrões básicos de infraestrutura física, material e de pessoal nas escolas públicas;"
Fortalecer os programas de formação continuada de profissionais de educação e estabelecer bonificações por méritos e desempenho;
Implementar a escola de educação integral em tempo integral em100% das escolas e turmas;
"Ampliar e fortalecer o protagonismo juvenil, estimulando monitorias dos chamados agentes educacionais e articulando-os com os programas de pagamento de bolsas;"
"Ampliar a quantidade de Centros de Interação Escola, Família e Comunidade;"
