Saude
"Angariar recursos por meio de emendas ou contenção de gastos, para aquisição de veículos de uso exclusivo na área da saúde;"
Desenvolver ação para sanar as filas nas unidades de saúde;
"Proporcionar melhorias no atendimento médicos com oferta de exames de ultrassom e raio-x, farmácia básica;"
"Implementar programas que atendam pessoas que apresentem dificuldades  temporárias  ou  definitivas  de  sair  de  sua  casa  para chegar  até  uma  unidade  de  saúde,  ou  ainda  para  pessoas  que necessitam de aten dimento domiciliar;"
"Implementar projetos e programas de saúde pública e prevenção, que atendam todo cidadão desde a gestação até a terceira idade;"
Pactuar programas condizentes com a realidade do nosso município;
"Reativar o Programa Brasil sorridente, com equipe de saúde bucal e próteses dentárias;"
"Viabilizar convênios com atendimentos especializados, como: ginecologista, pediatra, neurologista, psiquiatra e urologista;"
Aquisição de ambulâncias tanto para a sede como também para as localidades de maior fluxo populacional do município;
Pactuar parcerias oftalmológicas para minimizar gastos provenientes de custos anuais;
Implantar centro de atendimento para crianças atípicas;
"Implantar o programa “REMÉDIO EM CASA” para diabéticos e hipertensos cadastrados na rede municipal, e que tenham residência fixa no município;"
Construir de unidades básicas de saúde na Emparedada e Vila do Mel;
Criar pontos de apoio de atendimento de saúde em mais duas localidades;
Disponibilizar  profissional  capacitado  no  ato  de  deslocamento  de pacientes (não somente o motorista);
"Manter a casa de apoio aos enfermos com carro, motorista, assistente doméstico  e  “auxiliar  gestor  em  saúde”  (GUIA),  tanto  para  Teresina, como também implantar o mesmo sistema em Picos;"
Implantar médico 24 horas em nosso Município.
Priorizar ações de promoção e prevenção da saúde individual e coletiva;
Ampliar o acesso aos serviços de saúde;
"Reduzir os agravos à saúde da população, relativos à atenção básica;"
Melhorar a resolutividade dos serviços de saúde;
Implantar ações específicas para o atendimento da mulher e da criança;
Priorizar atendimentos e campanhas voltadas para a Saúde do Homem;
"Implementar tecnologias para melhorar a assistência sanitária e fortalecer a vigilância sanitária, epidemiológica e ambiental;"
Articular ações de saúde com ações de melhoria das condições ambientais;
"Colocar profissionais que promovam a qualidade de vida no PSF, como por exemplo, as atividades físicas;"
"Expandir e estruturar as equipes de Saúde Bucal ampliando a cobertura do serviço em 100% até 2028, e em parceria com o Governo Federal, implementar ações de tratamento de canal, entre outros serviços especializados;"
Monitorar a cobertura de vacinas para que os grupos prioritários de crianças e idosos possam ser atendidos com rapidez e eficácia;
"Ampliar a Rede de Atenção às mulheres, crianças e adolescentes em situação de risco de saúde;"
Expandir ações de Planejamento Familiar por meio da ampliação do acesso aos métodos anticoncepcionais;
Ampliar e estruturar os serviços de Saúde Mental;
"Construir, reformar e reestruturar as Unidades Básicas de Saúde-UBS e os Postos de Saúde do Município;"
Fazer parcerias para o atendimento dos usuários de álcool e drogas nos hospitais gerais da rede estadual e credenciados;
Garantir o atendimento humanizado das mulheres e crianças vítimas de violência;
Qualificar pessoas para atendimento humanizado aos idosos e portadores de necessidades especiais;
Promover ações de Educação em Saúde;
Agilizar a coleta e resultados de exames de câncer do colo do útero;
Buscar junto a rede estadual e conveniada o aumento da oferta de exames de média e alta complexidade para o Município;
"Promover Campanhas de Combate à Dengue, Zika, Chicungunha e COVID-19;"
"Apoiar a Saúde das Gestantes através de ações do Programa Saúde da Família, integrado com Profissionais do NASF;"
"Ampliar o programa telessaúde  com  acesso  a um maior número de  especialistas,"
Implantar o Serviço de Atendimento Móvel de Urgência (SAMU);
Desenvolver ações de prevenção e promoção da saúde do trabalhador.
Adquirir veículos equipados para emergências;
Atendimento Domiciliar ao Idoso;
"Campanhas itinerantes, de atendimento de saúde, em todos os povoados."
"Promover melhorias da estrutura física, dos equipamentos e dos serviços nos postos de saúde, garantindo, via parceria com o estado, o atendimento preventivo de saúde a toda população Morrense;"
Programa de capacitação continua para  profissionais atuantes na saúde  visando  à  prevenção  de  doenças  sexualmente  transmissíveis  e  cânceres comuns;
Cursos intensivos para capacitação na atuação dos agentes de saúde e agentes de endemias;
"Melhoria na distribuição gratuita de medicamentos para doenças como pressão alta, diabetes, colesterol e outros – Farmácia Básica;"
Recuperação  da  estrutura  dos  equipamentos  de  saúde  (postos)  já existentes apresentarem mau estado de conservação e/ou serviços deficitários;
Reduzir  o  tempo  de  espera  para  consultas  médicas  nos  postos  de saúde da prefeitura.
Equipar os Postos de Saúde com uma estrutura básica para realização de exames.
"Contratação de profissionais de saúde como: médicos, dentistas, fisioterapeutas, nutricionistas, fonoaudiólogos etc."
